github	type	name	context
SarahBrown	training	Brad Pitt	█████████ starred in this film before he was really THE!!
SarahBrown	training	Brad Pitt	█████████, and his acting performance in this film was, to say the least, remarkable!!!..
SarahBrown	training	Maclean	The recreation of fly fishing served as the cohesive bond which homogenized the kindred spirits of the ███████ brothers, and to a lesser degree, the father!!
SarahBrown	training	Maclean	Breathtaking filmography of bluer than blue mountains and streams captured the youth and effervescence that the ███████ brothers had for life...
SarahBrown	training	Paul	What this film also points out, is that the younger brother, ████, has attained an accomplishment of his own by being the epitome of a remarkable fly fisherman!!
SarahBrown	training	Maclean	The seedier side of life prevails in the younger brother's existence, and exerts an insidious form of consternation for the ███████ family!!
SarahBrown	training	Maclean	As most human shortcomings go, the ███████ family made light of turbulent waters, (literally) and thus, established unity as a family, by putting necessary blinders on!!!
SarahBrown	training	Norman Maclean	For ██████████████, stoicism is a prerequisite to perseverance in his emeritus years!!
SarahBrown	training	Norman	For ██████, his life has been relegated to stubborn facts that have determined his dubious outlook, and precarious resolve!
SarahBrown	training	Norman Maclean	██████████████ must come to grips with the fact that his life has been fragmented by misunderstandings!
SarahBrown	training	Norman Maclean	██████████████ has become a decrepit octogenarian who is polarized by virtual conclusions to his life!!
SarahBrown	training	Norman	The people and places which were important in ██████'s life, are now only a bittersweet memory....merely a painfully intellectual rumination of events which are aggravated by the haunted waters of Montana's beautiful streams and rivers...
SarahBrown	training	Maclean	"To which, for the entire ███████ family, ""all things merge into one and a river runs through it"""
SarahBrown	training	Michael Curtiz	It moves very quickly (only 72 minutes), is beautifully directed by ██████████████ (he uses tons of camera tricks that just speed the narrative along), has a very ingenious story line (including a solution to a locked room murder that was just incredible) and has a very good cast.
SarahBrown	training	Mary Astor	██████████ isn't given much to do but she adds class and beauty to the production.
SarahBrown	training	Frank	█████, the master mind.
SarahBrown	training	Carlos	██████, the weapons expert.
SarahBrown	training	Max	███, the explosives expert.
SarahBrown	training	Frank	Added to the mix is the fact that █████ is gone and they are not sure why they have called together.
SarahBrown	training	Frank	Now █████ is being taken back to New Jersey by the 2 detectives but soon escapes on foot and tries to make his way back to the guys who are having all sorts of problems of their own.
SarahBrown	training	David & Bathsheba	Typically for the genre, █████████████████ is a large, grandiose production.
SarahBrown	training	Leon Shamroy	From its excellent set designs to it's positively gorgeous Technicolor photography {████████████}, it has enough quality to warrant sitting along side the best the genre has to offer as regards production values.
SarahBrown	training	bush	This is a very humanist picture, in fact lets not beat around the burning ████ here, it's a Biblical love story flecked with sins of the heart.
SarahBrown	training	Oscar	█████ nominated screenplay holds the attention throughout.
SarahBrown	training	Oscar	Although this █████ winning film is fairly well crafted, it is lacking in substance and has many implausibilities.
SarahBrown	training	Dick van Dike	 As the series went on it got a bit silly, one episode I remember █████████████ plays his entire family, which was a bit out of the ordinary, but on the Whole 'Diagnosis Murder' was a really good TV show which had numerous good Guest Stars.
SarahBrown	training	Dick	████ who's now in his mid 80's doesn't seem to change a great deal, and looks as if he'll be working till the bitter end.
SarahBrown	training	Ebert	Your local critics or the national critics like █████ are really no different than you or me.
SarahBrown	training	Sharon	██████ stone is gorgeous and does a great job in the movie and it mystifies me as to what in the hell the critics want
SarahBrown	training	Antwone Fisher	I think this film might be a bit too happy in the end; however, it is deeply entrenched in Afro-American culture and discourse to the point that some white spectators may get the feeling of looking into the life of this Afro-American--██████████████.
SarahBrown	training	Oscar	They both will have to wait until they direct or star in a movie that perpetuates the usual racist and sexist stereotypes to get an █████.
SarahBrown	training	Derek Luke	██████████ is a helluva actor and I wish him best.
SarahBrown	training	Beatles	"How many performers can affect the original ███████ fans (now in their 50's and beyond), get young kids to jump up at the opening lines of ""Can't Buy Me Love"" and impact everyone in between?"
SarahBrown	training	Lennon	I agree that ██████'s murder was horrible, but only now did I realize that Paul was sort of forgotten in the aftermath.
SarahBrown	training	Heather	I was very happy that he's found love again in ███████.
SarahBrown	training	John Lennon	When people remember ███████████, they will first remember his murder and then his music.
SarahBrown	training	Paul McCartney	I now have a new appreciation for ██████████████, because, if nothing else, he will be remembered for his music first.
SarahBrown	training	McCartney	And let's hope another lunatic won't change this, because the █████████ catalog is pretty good.
SarahBrown	training	Oscar	1985 was a good year for films - maybe even great - but this one missing out on a gong went a long way to convincing fans that ol' █████ is little more that a hood ornament for good party members.
SarahBrown	training	Schindler	Don't get me wrong, █████████ was a classic.
SarahBrown	training	Wayne Alexander's	"The lack of top 10 actors actually works in the movie's favor, and the actors/actresses play their part well - in fact I would say the producers picked out actors and their skills for the roles' needs over box-office draw power (an excellent example is █████████████████ ""Vern"" character)."
SarahBrown	training	David Zucker	This is the only ████████████ movie that does not spoof anything the first of its kind.
SarahBrown	training	Roger Ebert	Dont listen to the critics especially ███████████ he does not know solid entertainment just look at his reviews.
SarahBrown	training	Reece	The acting was great especially from █████ Witherspoon(who was so cute and lovable), and everyone else.
SarahBrown	training	Ned	People have skulls thicker than ███'s helmet if they go to see a movie like this and expect it to be a documentary.
SarahBrown	training	Ganghis Kahn	I don't think ████████████ has ever once been portrayed even remotely close to historical fact.
SarahBrown	training	Ned Kelly	What kind of man █████████ actually was is a matter of debate, and quite passionate it seems.
SarahBrown	training	Ned Kelly	In spite of the efforts of governments and some historians, █████████ has become a legend.
SarahBrown	training	Ned Kelly	█████████ has become such a popular identity because he does represent that aspect of Australian culture that doesn't trust or accept authority.
SarahBrown	training	Kelly	So not expecting this to be an accurate recreation of the historical █████ gang, I actually found it a surprisingly unencumbered and refreshing movie.
SarahBrown	training	Lighthorseman	It was sentimental and romantic, but thankfully not anywhere as cheesy as it could have been; for my fellow Australians, watch 'The █████████████' and you will see what I mean (it is a pity the way that story was treated so poorly).
SarahBrown	training	Ned	Ironically, I actually enjoyed the movie because of that, because it would be those details that most of the focus on ███'s story would dwell.
SarahBrown	training	Ned	This movie was always going to have a hard time, having make a compromise of appealing to a global movie market (to pay the pills) and the legend as it means to Australians; perhaps a little of ███'s spirit is in this movie, because I think it rebelled against people's expectations, and unfortunately missed both targets.
SarahBrown	training	Ned	For me it was an unexpected kind of movie about ███, and that is why I liked it.
SarahBrown	training	Orlando Bloom's	███████████████ performance did a lot for the movie too - he really added something.
SarahBrown	training	P.J. Soles	"It's amazing that actress ██████████ didn't become a big star after playing Riff Randall, #1 fan of the punk rock group the Ramones, in ""Rock 'n' Roll High School""."
SarahBrown	training	Paul McCartney	"One Ramones song, ""I Want You Around"", is treated as a fantasy and is well captured; other incidental songs are good, particularly a rare ██████████████ ballad heard near the beginning (""Did We Meet Somewhere Before?"")."
SarahBrown	training	Jean Eustache	For direction, cineaste █████████████ drew from the simplicity of early-century cinema; for story, Eustache drew on the torments of his own complicated love life.
SarahBrown	training	Anne Shirley	"But the orphan sent to them is a precocious girl of 14 named ████████████ (Dawn Evelyn Paris-a veteran of Disney's series of ""Alice"" shorts who later would adopt her character's name)."
SarahBrown	training	Lucy Maude Montgomery's	 Anne was only 11 in ███████████████████████ source novel but the same actress could not credibly go from 11 to college age during the course of the story.
SarahBrown	training	Anne	The movie suffers somewhat from this concession, as many of ████'s reactions and much of what she says are more entertaining coming from an eleven-year-old that from a teenager.
SarahBrown	training	Anne	As in the book, ████ is bright and quick, eager to please but dissatisfied with her name, her build, her freckles, and her long red hair.
SarahBrown	training	Anne	Being a child of imagination, however, ████ takes much joy in life, and adapts quickly to her new family and the environment of Prince Edward Island.
SarahBrown	training	Anne	"In fact ████ is the original ""Teenage Drama Queen"" and the film's screenwriter elected to focus on this aspect of her character."
SarahBrown	training	Anne Shirley	The actress ████████████ was one of Hollywood's all- time beauties and the film is in black and white.
SarahBrown	training	Anne	"████ regularly regales her no nonsense rural companions with melodramatic lines like: ""If you refuse it will be a lifelong sorrow to me""."
SarahBrown	training	Shakespeare	███████████ is undoubtedly one of the best writers ever to have lived and the story of Hamlet is definitely one of his best achievements.
SarahBrown	training	Shakespeare	You don't need to be affluent with ███████████ to relate to all the Misery hamlet has to go through.
SarahBrown	training	Robert De Niro	██████████████ is gorgeous and performs with such energy that he simply steals the show in each scene he's in.
SarahBrown	training	Neil Gaiman	But once again, the story by ███████████, all the little things he 'invented' for this universe - simply outstanding.
SarahBrown	training	Melville	 I thought I was going to watch a boring teen-flick, BUT in fact the plot is interesting and well executed, the acting was somewhat convincing - especially from ████████ who really shows his talent in this movie, and the fight scenes were - for a low budget movie - very well done .
SarahBrown	training	Beckham	" Yes, the movie is very much like ""Bend it like ███████"", but I actually think this movie pulls it off better."
SarahBrown	training	Jeff Corey	██████████ and many other townspeople try to dispose of the invading mole men.
SarahBrown	training	Superman	In my opinion, ████████ and the Mole Men is a very intelligent, well-written and well-acted movie.
SarahBrown	training	Superman	Even though we only get to see ████████ fly once briefly, It still makes a great Superman adventure.
SarahBrown	training	Sharon Stone	"████████████ certainly has not lost any of her charisma and ""touch"" since ""Basic instinct""."
SarahBrown	training	Catherine Tramell	London is the city where █████████████████ has moved since the events in BI1.
SarahBrown	training	Catherine	"She is ""screwing your brain"" as █████████ with such a skill that in the end you don't be quite sure who is the real villain."
SarahBrown	training	Sharon Stone	I also think BI2 would have been better had ████████████ been a bit younger but she is still quite stunning in her looks and has only improved concerning her charisma.
SarahBrown	training	Ben	"███ is not just a fan but a ""fanatic"" who travels to Fort Meyers, Florida each winter for the Red Sox Spring Training games and never misses a home game during the regular season."
SarahBrown	training	Phil	"It takes his relationship being on the verge of dissolving, for him to stop and think about his priorities, especially when a pint-size Dr. ████ wannabe asks him, ""You love the Red Sox, but have they ever loved you back?"""
SarahBrown	training	Ryan O'Neal	But I can't say much for ███████████ as Philip, because he is, at best, nondescript.
SarahBrown	training	Donald Trump's	"Briefly, ""The Apprentice"" involves 16 job candidates competing for the ultimate career opportunity: a position in real estate magnate ██████████████ investment company."
SarahBrown	training	Kristi Frank	████████████ may not have become the apprentice but she can live with herself knowing she did not blame others unjustly.
SarahBrown	training	Proust	"And what's most moving about it may be the relation between reality and art the movie deals with, which is directly inspired by ██████'s ""A la Recherche du temps perdu""."
SarahBrown	training	Gilberte	"The first woman's name is always Gilberte, and the second woman appears like a twisted and deformed double of ████████ : Veronika is like a ""whore Gilberte"", beautiful like the night, whereas Gilberte was pure, and ""beautiful like the day""."
SarahBrown	training	Alexandre	Veronika takes the place of Gilberte, in █████████'s life and in the movie.
SarahBrown	training	Alexandre	"For instance, when Veronika notices the strange way █████████ makes is bed, he answers that he saw it in a movie, and then, that a movie, ""it's made for that, to learn how to live, how to make a bed""."
SarahBrown	training	Alexander	█████████ wants to live like he was in a film, he wants his life to be art.
SarahBrown	training	Alexandre	"""La Maman et la putain"" fights against a conception of art ""principaly political"" - see for example the ironical review of a political movie by █████████."
SarahBrown	training	Proust	"Like ██████ says : ""Art doesn't care for all this proclamations, and only exists in silence."""
SarahBrown	training	Proust	"██████ writes : ""I discover the illusion of realism, which is a lie""."
SarahBrown	training	Alexandre	But, █████████ failed where Eustache succeed.
SarahBrown	training	Alexandre	You can see it in the face of █████████, who looks more and more like a living-dead.
SarahBrown	training	Alexander	The end of the movie shows the symbolic death of █████████, who is smashes by the heaviness of reality.
SarahBrown	training	Alexandre	And that's exactly █████████.
SarahBrown	training	Bresson	"He claims for instance that he ""loves a woman for parallel reasons, because she played in a ███████'s for example""."
SarahBrown	training	Alexandre	This thought is indeed by Eustache, who committed suicide, even if it's said by █████████.
SarahBrown	training	Alexandre	By fallowing Veronika at the end of the movie, █████████ is condemned to illusions.
SarahBrown	training	Artimisia	█████████ was on late last night.
SarahBrown	training	Artimisia	At first I didn't think I would like it, but seeing I didn't feel like sleeping yet and nothing else being on, I continued watching and felt myself intrigued by the young █████████, a virgin, pure and passionate.
SarahBrown	training	Tassi	Her romance with the older █████ envoked recognisable feelings.
SarahBrown	training	Willie Clark	His performance is amazing--given the fact that he was 20 years younger than his character, ████████████.
SarahBrown	training	Richard Benjamin	Kudos to ████████████████, who played straight man to Matthau.
SarahBrown	training	Woody Allen	I had no interest in seeing the remake with ███████████, because in no way can it match the original.
SarahBrown	training	Alfred Molina	I did have a little trouble with the █████████████ character having such an epiphany so quickly, but, within this world, it needed to happen.
SarahBrown	training	David Morse	Of course I love everything ███████████ does, so maybe my comments are not fair, but there were more good things about this film then that.
SarahBrown	training	Andy MacDowell	Yes, I thought ██████████████ was great.
SarahBrown	training	Heath Ledger	One of my favourite films from the late legend ████████████, who has been the highlight of every film he has starred in.
SarahBrown	training	Shemp	█████ is in top form in the famous in-the-dark scene.
SarahBrown	training	Shemp	"Before it's over, █████'s ""trusty little shovel"" is employed to great effect."
SarahBrown	training	Christine McIntire	Of the elements that make this the best at this point, I have to say #1 is ██████████████████.
SarahBrown	training	Shemp	█████'s scene when poisoned and her reaction are truly magnificent.
SarahBrown	training	Dooley	Realizing that all the Dog vs. Man battle of wills scenarios had probably been used up in the first movie, this one turns slightly more psychological in its approach as it concentrates on a criminal with a fixation with Dooley's recently deceased wife after she rejected his book, and blames ██████ for her death.
SarahBrown	training	Belushi	An easy, light going movie, which, while maybe not worth a purchase unless you are a true fan of either the first movie or ███████, definately worth a watch when it comes on TV.
SarahBrown	training	Merle Haggard	"The hair was feathered, the music was accompanied by roller-skates, and in the words of █████████████, ""a joint was a bad place to be""."
SarahBrown	training	Lucille Ball	As ████████████, Rachel York does a commendable job.
SarahBrown	training	Lucy	Even though her comedic-timing is different than ████'s, she is still believable.
SarahBrown	training	Ricardo	Also, though I figure this was due to budgetary constraints, the ███████'s are shown to live in the same apartment for their entire stay in New York, when in reality they changed apartments in 1953.
SarahBrown	training	Lucy	 There's also Desi talking about buying RKO in 1953, during ████'s red-scare incident, even though RKO did not hit the market until 1957.
SarahBrown	training	Asher	"These changes well could have been for dramatic license, and the film does work at conveying the main facts, but would it have hurt them to show a bit more respect to Oppenheimer and █████, two vital figures in ""I Love Lucy"" history?"
SarahBrown	training	Lucy	The film's main fault is that it makes the assumption the viewers already know a great deal about ████'s life, since much is skimmed over or omitted at all.
SarahBrown	training	Sheryl Lee	But they just slap ██████████ around way too much.
SarahBrown	training	Natasha Wagner	In this movie, ██████████████ is a more fully-realized character, and the main bad guy is a gal!
SarahBrown	training	Arly Jover	██████████ (who played a sidekick vamp in BLADE) is very otherworldly and deadly.
SarahBrown	training	Jon Bon Jovi	████████████...
SarahBrown	training	Glenda Jackson	Because users here who do a search on two-time Academy Award winner ██████████████ can find 'The Return of The Soldier' among her credits.
SarahBrown	training	Michael	And there is ███████ , The stupidest guy on whole group , probably stupidest in town and his a cop!
SarahBrown	training	Hyde	He is so stupid that i remember follows: ████ says: Did u called cops ?
SarahBrown	training	Michael	No ███████ comes in and says.
SarahBrown	training	Eric Who's	Then is ██████████ son of grumpy war veteran and son of Kitty the housewife.
SarahBrown	training	Donna	But he loves █████ , his girlfriend with who they plan for they're marriage.
SarahBrown	training	Donna	█████ is one hot girl.
SarahBrown	training	Hyde	ah ████ lives in a basement .
SarahBrown	training	Bette Midler	A longtime fan of ████████████, I must say her recorded live concerts are my favorites.
SarahBrown	training	Bette	█████ thrills us with her jokes and brings us to tears with her ballads.
SarahBrown	training	Bette	"A literal rainbow of emotion and talent, █████ shows us her best from her solid repertoire, as well as new songs from the ""Bette of Roses"" album."
SarahBrown	training	Oliver	OK the kid that plays ██████ is a bit toooooo sweet!
SarahBrown	training	Fagan	It is a masterful █████, never leaving his character to do a song.
SarahBrown	training	Bill Sykes	██████████.... when you read the book hes a mean one, and so he is in this movie.
SarahBrown	training	Oliver Reed	███████████ was masterful.
SarahBrown	training	Hong Sang	█████████ Soo has also directed a highly prolific visual document about erratic choices made by people in their lives.
SarahBrown	training	Candy	The unobservant (and uninformed) watcher always saw █████ as a broad actor - a big buffoon.
SarahBrown	training	Caddyshack	"One can watch ""Going Berserk"" over and over (I know I have) with the frequency of ""██████████."""
SarahBrown	training	Candy	Definitely worth a glance for anyone who enjoyed SCTV or █████'s other work.
SarahBrown	training	Rabin	A love story with █████'s assassination in the background.
SarahBrown	training	Emannuelle Devos	████████████████ gives a truly stunning , multi-faceted performance, at times devious and manipulative, at other times open and vulnerable.
SarahBrown	training	Rebecca West	The book by ████████████ was written in 1918, soon after WWI, when shell shock and trauma-induced amnesia were not clichés, as the reviewers call it many books and movies later.
SarahBrown	training	Margaret	"████████ says, ""We quarreled, and as you rowed away, you turned your face away from me."""
SarahBrown	training	Margaret	So we know that the breakup was something that he instigated, that it brought him shame, but that he forgot the shame in his memory of his time with ████████.
SarahBrown	training	Ann-Margaret	I didn't even recognize ████████████ at first and feel that her performance has been underrated.
SarahBrown	training	Jenny	Also, █████ is shown as living in the house in a subservient role, as high society would have done to a fallen member at the time.
SarahBrown	training	Margaret	Having recently been the recipient of the intense fantasy of a lover (non-sexualin keeping with the mores of the time) from 50 years ago, I couldrelate to ████████'s and her husband's dilemma.
SarahBrown	training	Margaret	My husband, like ████████'s was very understanding, but the strain was very real.
SarahBrown	training	Chris	I thought that it was a good decision to show very little of the reliving of the war experience that was happening in █████'s mind.
SarahBrown	training	Dalloway	"In contrast, the actiona of the soldier in ""Mrs. ████████"" seems overwrought."
SarahBrown	training	Chris	Showing that the psychiatrist understood very little of what was happening to █████ underlines what a major problem the whole group faced.
SarahBrown	training	Villaronga	For this viewer these scenes are of utmost importance and Director ██████████ is to be applauded for his perseverance and bravery in making this story so intense.
SarahBrown	training	Grady Harp	██████████
SarahBrown	training	Laurence Fishburne	The movie did show at least that ██████████████████ can act when he wants to.
SarahBrown	training	Antwone Fisher	██████████████ is so innocent and yet he was abused such just because he was not white.
SarahBrown	training	Antwone Fisher	██████████████ has been married to the same women for ten years and he never fooled around with women, coke, cigars, weed, alcohol, or any of those things that are very popular in the places he was growing up.
SarahBrown	training	Wallace	███████ loves his pyro power and uses it for amusement.
SarahBrown	training	Wilder	Vida's house arrest sees its end, but ██████ is preoccupied.
SarahBrown	training	Drew Barrymore	 Some great fireball throwing in this flick...eat your heart out, ██████████████!
SarahBrown	training	Wilder	The film also has some really weird, yet funny elements, like ██████'s fire unit sings songs acapella during firefights and after wards.
SarahBrown	training	Jim Varney	██████████ (globally known as 'Ernest') pops in as Wallace's redneck carnival buddy.
SarahBrown	training	Jean Pierre Leaud	█████████████████ is amazing (more than usual) and the movie is one of the most unforgettable of the nouvelle vogue.
SarahBrown	training	Jean Eustache	█████████████ is no more on this earth, we just have this black and white images to remember one of the greatest and most subvalued french directors.
SarahBrown	training	Tiny Tim	I love the Christmas special too with Tweety as ████████, it's cute.
SarahBrown	training	Porky Pig	When I was little it was Bugs of course, and █████████.
SarahBrown	training	Pepe	████ is cool, I always loved him.
SarahBrown	training	Preston Waters	██████████████, a 11 years old boy,has problems with his parents and brothers specially because of money issues.
SarahBrown	training	Preston	███████ is a clever boy and decides to have a high price on that check: 1 million dollars!
SarahBrown	training	Preston	All that money gives ███████ things that he always wished for, like a mansion with pool,lots of toys, and even a limousine!
SarahBrown	training	Charles Boyer	A film that dramatized an understandable reluctance to face the inevitable coming of the the second world war, when a Spanish Republican, sent by his soon to be overthrown government, (█████████████) infiltrates himself into England looking for support for his cause by trying to influence wealthy mine owners not to sell coal to the fascists back in Spain.
SarahBrown	training	Rusty	The movie has two questions that █████ must answer: Is fame all that it is cracked up to be? and Is less really more if you are happy?
SarahBrown	training	Charlie	The movie follows a dog named ███████ who had escaped from the pound, is killed by his old friend, goes to heaven, but ends up coming back to earth.
SarahBrown	training	James Newton Howard	███████████████████ enhances the quality of any film he composes for tenfold.
SarahBrown	training	ROTJ	I thought that ████ was clearly the best out of the three Star Wars movies.
SarahBrown	training	ROTJ	I find it surprising that ████ is considered the weakest installment in the Trilogy by many who have voted.
SarahBrown	training	ROTJ	To me it seemed like ████ was the best because it had the most profound plot, the most suspense, surprises, most emotional,(especially the ending) and definitely the most episodic movie.
SarahBrown	training	ROTJ	but I think it is slightly less good than than ████ since it was slower-moving, was not as episodic, and I just did not feel as much suspense or emotion as I did with the third movie.
SarahBrown	training	ROTJ	It also seems like to me that after reading these surprising reviews that the reasons people cited for ████ being an inferior film to the other two are just plain ludicrous and are insignificant reasons compared to the sheer excellence of the film as a whole.
SarahBrown	training	Darth Vader	Because small Ewoks defeated a band of stormtroopers d) Because ███████████ was revealed I would like to debunk each of these reasons because I believe that they miss the point completely.
SarahBrown	training	Bobba Fett	First off, WHO CARES if ██████████ died???
SarahBrown	training	George Lucas	If ████████████ wanted him to die then he wanted him to die.
SarahBrown	training	Bobba Fett's	You had to go to the credits to find out ████████████ name!!!
SarahBrown	training	ROTJ	Judging ████ because a minor character died is a bit much I think...
SarahBrown	training	Yoda	Secondly, many fans did not like ████ dying.
SarahBrown	training	Yoda	Another aspect to this point about people not liking ████'s death..
SarahBrown	training	Wan	(Many consider A New Hope to be the best of the Trilogy) Why was Obi ███'s death
SarahBrown	training	Yoda	but ████'s not... hmmmmmmmmmmmm....
SarahBrown	training	Chewbacca	How about in Empire Strikes Back or in A New Hope where there were SEVERAL scenes of a group consisting of just Han Solo, █████████, and the Princess, being shot at by like ten stormtroopers and all their blasters missed while the heros were in full view!!
SarahBrown	training	Lando	Check out the battle at Cloud City when our heroes were escaping █████'s base.
SarahBrown	training	Darth Vader	is that people did not like ███████████ being revealed!
SarahBrown	training	Luke	too if I were ████'s father...
SarahBrown	training	ROTJ	On another note, I think a subconscious or conscious expectation among most people is that the sequel MUST be worse (even if it is better) that preceding movies is another reason that ████ does not get as many accolades as it deserves.
SarahBrown	training	Luke	"Finally, I hope people go see the Phantom Menace with an open mind because if fans start looking for nitpicky, insignificant details (or see it as ""just another sequel"") to trash the movie such as ""This movie stinks because ████ is not in it!"""
SarahBrown	training	ROTJ	then this meritorious film will become another spectacular movie that will be the subject of derision like ████ suffered unfortunately.
SarahBrown	training	Vipul Shah	While ██████████ had the conviction to show something as implausible as blind men robbing a bank in AANKHEN, he just fails to induce life in the entire packaging of WAQT that is based on something as conceivable as a father-son relationship.
SarahBrown	training	Aavjo Vhala Fari Malishu	Adopted from a Gujarati play ████████████████████████, WAQT does have a sensible storyline with a social message to back up.
SarahBrown	training	Aditya	██████ dreams to turning into a superstar but does nothing to make his dreams come true.
SarahBrown	training	Aditya	Ishwar hopes that marriage will make ██████ a more responsible man but he is disappointed.
SarahBrown	training	Aditya	██████ is still at his blithe best leading a carefree life.
SarahBrown	training	Aditya	The endurance limit finally collapses when Ishwar expels ██████ from his house.
SarahBrown	training	Aditya	The sudden change in the attitude of his affectionate father towards him and his now expecting wife baffles ██████.
SarahBrown	training	Vipul Shah's	Add to it director ████████████ easy handling of the screenplay.
SarahBrown	training	Shah	However ████ excels in the effortless handling of emotions for most part of the film.
SarahBrown	training	Akshay Kumar's	However ██████████████ taandav dance is simply ridiculous.
SarahBrown	training	Anu Malik's	███████████ music is fine though unnecessary in the proceedings.
SarahBrown	training	Santosh Thundiiayil's	█████████████████████ camera-work is competent enough though not much demanding.
SarahBrown	training	Rajpal Yadav	While ████████████ has been going overboard with his comic histrionics in many films off lately, this time he underplays his character and is completely restrained.
SarahBrown	training	Boman	His deadpan expressions are perfectly complimented with █████'s over-the-top histrionics.
SarahBrown	training	Shefali Shah	████████████ is convincing in the mother's role.
SarahBrown	training	Akshay	██████ is especially expressive in the scene where his doting father intentionally berates him to make him aware of his responsibilities.
SarahBrown	training	Shahid Kapoor	I am far from a fan of █████████████.
SarahBrown	training	MPKDH	The director's last movie (█████ was complete stupidity.
SarahBrown	training	Shahid Kapoor	█████████████ surprised me with a good performance.
SarahBrown	training	Amrita Rao	The best is easily ██████████.
SarahBrown	training	Mujhe Haq Hai	█████████████ and Do Anjaane Ajnabi are nice ballads.
SarahBrown	training	Abhi Aada Adhura Hai	Milan ████████████████████ is also nice in watching.
SarahBrown	training	Hamari Shaadi Mein	The exception is ██████████████████ which is bound to remind you of HSSH and HAHK.
SarahBrown	training	Anna	Especially the scene when ████'s dad comes into the paperhouse trying to kill her is a bit short.
SarahBrown	training	Anna	This movie is about a young girl named ████ who gets ill.
SarahBrown	training	Anna	Her father is mad and blind (because she draw s*** on his head to mark him as 'invalid') and tries to get into the paperhouse and kill ████ and his friend.
SarahBrown	training	Anna	They manage to escape and to kill her father and ████ can finally wake up.
SarahBrown	training	Anna	Than ████ finds her self in the hospital where her parents are sitting beside her bed.
SarahBrown	training	Anna	They tell ████ that the other boy died and that they want to travel to the ocean to get over those tragical happenings.
SarahBrown	training	Anna	████ draws a watchtower and notices that the same watchtower can be found near the hotel they traveled to.
SarahBrown	training	Anna	How does the boy fly a helicopter and speak to ████ as he is supposed to be dead?
SarahBrown	training	Anna	Things I liked were the scene with the photograph of ████'s dad which was the first real scary and horror scene.
SarahBrown	training	Anna	He was even better than ████.
SarahBrown	training	Anna	I also liked how ████ tries to get her father out of the painting while she is asleep and how she is looking for it in the garbage.
SarahBrown	training	Lars von Trier's	████████████████ Europa is a worthy echo of The Third Man, about an American coming to post-World War II Europe and finds himself entangled in a dangerous mystery.
